id,rt,mz,Ion_Adduct_Identity,IIN_Group_ID,Final_Annotations,smiles,inchi_key,Annotation_Preferred,Annotation_Spectral,number of aligned features,fragment_scans,spectral_similarity,F1_P1-B-2_1_4842,F2_P1-B-3_1_4843,F3_2_P1-B-4_1_4845,F3_3_P1-B-4_1_4846,F3_P1-B-4_1_4844,LL1_P1-C-2_1_4847,LL2_P1-C-3_1_4848,LL3_2_P1-C-4_1_4850,LL3_3_P1-C-4_1_4851,LL3_P1-C-4_1_4849
3380,9.5955,203.10222,,,,,,,,5,0,,2970,2830,2370,2000,2450,548,879,909,577,942
3382,9.5895,116.07038,,,,,,,,4,0,,2630,2830,2440,2450,2530,1160,1330,1550,1230,1510
3383,9.6135,144.10177,,,,,,,,4,0,,1770,1510,1630,1430,1550,1010,1730,1260,1520,1160
3384,9.6059,120.06538,,,,,,,,10,1,,4640,4160,3650,3480,3800,1890,1900,2570,2330,2000
3385,9.6083,524.23476,,,,,,,,10,104,,25800,24700,22700,24500,25800,17200,16900,16100,15200,15700
3386,9.5797,383.07851,,,,,,,,1,0,,5160,6340,6070,5820,6040,5950,5580,6170,5920,5410
3387,9.5879,366.10851,[M+H]+,296,,,,,,2,0,,7950,7240,7100,6700,7950,8030,6460,6470,7180,6560
3388,9.6156,464.24977,,,,,,,,1,0,,1430,1650,1420,1630,1450,793,955,1080,960,928
3389,9.6158,226.11838,,,,,,,,5,0,,1730,2100,2500,2120,1870,702,860,754,725,825
3390,9.6332,310.13926,[M+NH4]+,300,,,,,,5,0,,2680,3170,3170,3310,3040,591,543,757,540,
3391,9.6159,367.19712,,,,,,,,2,0,,5450,5190,4680,4780,5110,2530,2650,2980,3190,3100
3392,9.6308,293.11261,[M+H]+,300,,,,,,5,5,,3410,4560,4310,4140,3870,665,709,684,623,707
3393,9.6319,292.12875,,,,,,,,5,4,,3360,3940,3890,4930,4110,674,646,860,1100,779
3394,9.6077,132.07649,,,,,,,,1,0,,1920,1850,1800,1890,1950,1200,1120,1070,1090,1080
3395,9.6395,562.19036,[M+K]+,301,,,,,,10,17,,4020,4490,4740,4380,4680,2760,2880,2850,3230,2840
3396,9.64,264.11877,,,,,,,,6,2,,3310,3690,3270,3620,3230,1380,1480,1730,1590,1540
3397,9.6398,546.21658,[M+Na]+,301,,,,,,10,2,,2680,2830,2840,3040,2930,2200,2440,1970,2260,1890
3398,9.6531,348.09495,,,,,,,,2,0,,1100,1350,1780,1730,1500,,,,,577
3399,9.6667,187.10733,,,,,,,,5,0,,1580,1820,2030,2260,1820,661,730,967,667,751
3402,9.7937,156.01677,[M+K]+,302,,,,,,10,0,,3510,3880,4650,4610,4410,4530,3940,4420,4500,4810
3403,9.798,118.06093,[M+H]+,302,,,,,,7,8,,3080,3930,3250,3070,3220,1490,1560,1550,1540,1600
3102,8.0578,383.1158,,,ALIGN_GNPS_Spectral Match to .beta.-D-Glucose from NIST14,C(C1C(C(C(C(O)O1)O)O)O)O,WQZGKKKJIJFFOK-UHFFFAOYSA-N,ALIGN_GNPS_Spectral Match to .beta.-D-Glucose from NIST14,ALIGN_GNPS_Spectral Match to .beta.-D-Glucose from NIST14,8,6,0.995,2460,1800,1920,2230,1960,4160,3890,4320,3490,3740
3405,9.8303,264.11892,,,,,,,,2,0,,1600,1520,1180,1520,1390,537,692,708,640,669
3406,9.8644,365.08411,,,,,,,,8,0,,2400,2680,2300,2650,2720,2620,3300,2480,2560,3600
3407,9.8486,349.11009,,,,,,,,9,1,,3110,2200,2510,2150,2710,2150,1920,2010,1930,1970
3408,9.8713,422.10556,,,,,,,,1,0,,1440,1520,1280,1570,1650,748,1150,1060,978,1130
3410,9.8709,406.13142,,,,,,,,2,0,,1630,1650,1540,1640,1500,856,852,926,1010,1260
3411,9.874,318.09461,,,,,,,,4,0,,,,,,,1660,2080,2250,1790,2460
3412,9.8841,225.08455,,,,,,,,5,0,,2270,1740,1660,2000,1750,,561,661,628,706
3413,9.8785,198.05252,,,,,,,,3,0,,,,,,,1310,1600,1710,1800,1780
3414,9.8788,302.12069,,,,,,,,5,0,,,,,,,1790,2550,2150,2020,2270
3416,9.882,293.08402,,,,,,,,10,0,,3270,2720,2880,2330,2100,2070,1670,2070,2020,1820
3417,9.8772,309.0579,,,,,,,,6,0,,1390,1200,1580,1500,1510,1720,1610,1810,1680,1860
3419,9.8958,261.0844,,,,,,,,1,0,,1450,1540,1410,1560,1390,1000,961,781,1060,900
3420,9.884,213.12319,,,,,,,,2,2,,5720,6200,5870,5730,6190,2260,3040,3270,3810,4170
3421,9.8894,365.10527,,,,,,,,10,69,,60100,58900,54600,53000,52300,37700,36300,39200,41200,38100
3422,9.8853,381.07916,,,,,,,,10,25,,43700,45000,49400,47400,50900,37000,39900,41600,42400,43500
3423,9.8933,277.05817,,,,,,,,4,0,,1600,1820,1970,1670,1800,802,934,1130,976,1560
3424,9.8881,280.13878,,,,,,,,5,1,,,,,,,3720,5180,6640,6060,6660
3425,9.8914,76.03938,,,,,,,,6,0,,2120,2020,2130,2180,1850,1410,1590,1610,1610,1450
3426,9.8905,418.15518,,,,,,,,10,22,,9930,10200,9410,8640,9500,4580,6470,5490,5700,6540
3427,9.8907,182.08027,,,,,,,,10,0,,1850,1740,1720,1860,1560,1830,1920,2010,2070,1960
3428,9.8917,183.08601,,,,,,,,4,0,,2170,2040,1980,1760,2210,1650,1530,1480,1820,1920
3429,9.8919,400.14463,,,,,,,,5,0,,1980,1620,1560,1570,1720,1040,1550,1330,1220,1390
3430,9.8912,203.10251,,,,,,,,4,0,,1820,1840,1710,1500,1710,,537,592,804,510
3431,9.893,707.22128,,,,,,,,10,0,,3750,3410,3300,3230,3410,1690,2220,1940,2350,2080
3525,10.3123,360.14982,,,ALIGN_GNPS_Spectral Match to Melibiose from NIST14,C(C1C(C(C(C(OCC2C(C(C(C(O)O2)O)O)O)O1)O)O)O)O,DLRVVLDZNNYCBX-UHFFFAOYSA-N,"ALIGN_NIST23_.alpha.,.beta.-Trehalose","ALIGN_NIST23_.alpha.,.beta.-Trehalose",10,4,0.981,3590,4150,3920,4200,3820,2710,2600,2620,2660,2480
3434,9.8957,163.0599,[M+H]+,303,,,,,,10,1,,9720,11100,9550,10200,9860,6510,6640,6720,7200,6760
3435,9.8974,239.10238,,,,,,,,9,0,,3790,3520,3850,3620,3400,1720,1500,2260,2230,2120
3436,9.9041,226.11863,,,,,,,,5,0,,1890,2160,2050,2120,1610,,526,695,,693
3437,9.8987,360.14964,,,,,,,,10,0,,2410,2650,2820,2560,2510,1750,1910,1810,1820,1760
3438,9.8993,145.04934,[M-H2O+H]+,303,,,,,,10,0,,3290,3790,3120,3210,3520,2130,2050,2440,2170,2260
3440,9.903,227.10261,,,,,,,,4,0,,1730,1610,1770,1930,1760,538,,571,,762
3441,9.9041,367.19722,,,,,,,,10,0,,6140,6160,5600,5860,6160,2760,3550,3780,3430,3600
3442,9.9215,495.25565,,,,,,,,5,0,,1900,1660,1530,1610,1720,661,620,888,1080,705
3444,9.9118,267.04084,[2M+Na]+,305,,,,,,5,0,,,,,,,3520,2750,2480,2240,2480
3445,9.9129,245.059,[2M+H]+,305,,,,,,5,52,,,,,,,66700,51200,50000,52100,54400
3446,9.9142,348.06891,,,,,,,,10,8,,8830,9070,8930,9300,8400,7490,10100,10300,10800,10900
3447,9.9143,145.00645,[M+Na]+,305,,,,,,5,21,,,,,,,24700,20400,20000,21900,21500
3448,9.9142,90.05502,,,,,,,,8,0,,5300,4670,3850,4060,4610,1590,1410,1740,1630,1570
3449,9.9146,126.99587,,,,,,,,5,0,,,,,,,2810,2610,2610,2550,2650
3450,9.9156,292.1025,,,,,,,,10,0,,4970,4660,4670,4520,4870,3620,3750,4660,4680,4130
3452,9.9592,101.05975,,,,,,,,5,0,,924,752,737,1020,795,3070,3170,3240,3820,2630
3453,9.9174,247.05486,,,,,,,,5,0,,,,,,,2910,2250,1930,2240,2240
2195,3.9754,260.18548,,,ALIGN_NIST20_Hexanoyl-L-carnitine,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST20_Hexanoyl-L-carnitine,ALIGN_NIST20_Hexanoyl-L-carnitine,10,22,0.985,2930,2660,2680,2790,2730,3530,3620,3960,3940,3990
3455,9.937,464.2498,,,,,,,,4,0,,1710,1870,1640,1640,1600,970,1130,1100,1230,1070
3456,9.9268,167.03372,,,,,,,,3,0,,1390,1540,1490,1460,1530,1090,1500,1270,1630,1210
2552,6.4814,159.0915,,,ALIGN_NIST23_4-(1-Piperazinyl)-1H-indole,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST23_4-(1-Piperazinyl)-1H-indole,ALIGN_NIST23_4-(1-Piperazinyl)-1H-indole,8,3,0.808,2670,2760,2150,2380,2720,3320,3570,3300,3290,3100
3458,9.9422,87.04409,,,,,,,,10,0,,4100,4660,4110,4290,4140,2980,3660,3300,3150,3640
3459,9.9444,511.17384,,,,,,,,2,0,,2150,1580,1450,1530,1530,1410,1540,1560,1240,1590
3460,9.9518,101.07082,,,,,,,,1,0,,1410,1800,1350,1190,1380,868,746,770,631,953
3461,9.948,146.1174,,,,,,,,10,43,,18200,19000,18200,18300,18800,12700,14100,13600,14700,15300
1954,3.1217,177.05449,,,ALIGN_NIST23_Picroside III,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST23_trans-Ferulic acid,ALIGN_NIST23_trans-Ferulic acid,9,18,0.796,2310,2230,2340,3080,2440,3280,1820,3390,3440,3200
3463,9.9553,354.07663,,,,,,,,5,0,,1550,1440,1580,1600,1640,1990,1830,1670,2240,1930
3464,9.9566,407.22856,,,,,,,,6,5,,2470,2900,2440,2600,2780,1620,1560,1820,1710,1630
3465,9.9551,84.04444,,,,,,,,10,1,,19000,22400,19600,19700,19900,9270,8940,9280,9400,9340
3466,9.9558,370.05068,,,,,,,,10,0,,2340,1900,2230,2590,2060,3160,3010,3430,3600,3280
3467,9.959,130.0497,[M+H]+,306,,,,,,10,25,,23800,26100,25800,23200,24700,10900,11900,11600,12000,12100
3468,9.9593,293.14527,,,,,,,,9,0,,3710,3830,3760,3390,3910,1320,1730,1720,1610,1780
3469,9.9709,151.04763,,,,,,,,1,0,,1420,1090,1190,1230,1290,1580,1590,1360,1440,1330
3470,9.9641,331.10111,,,,,,,,8,0,,1560,1590,2190,1730,1680,1590,1640,1660,1640,1720
3471,9.9658,185.0321,[M+K]+,307,,,,,,10,0,,9580,9340,10500,10000,10000,10500,11800,11300,10800,10200
3472,9.9666,315.12713,,,,,,,,5,0,,1520,2040,1580,1650,1660,1650,1650,1820,1380,1180
3473,9.962,310.17584,,,,,,,,3,22,,3320,3650,3540,3040,3440,1960,2260,2440,2250,2330
3474,9.9564,147.12084,,,,,,,,1,0,,1670,1630,2040,1480,1860,1660,1400,1320,1690,1410
3475,9.9742,511.15333,,,,,,,,10,0,,2070,2180,1880,2140,2060,1910,2130,2360,2210,2190
3476,9.9803,495.17919,,,,,,,,10,10,,5310,3980,4480,4290,4200,5030,3730,4020,3640,4710
3477,9.9862,191.0401,[M+Na]+,308,,,,,,6,0,,1570,1500,1760,1770,1500,2160,2240,2250,1980,1800
3478,9.9833,207.01401,[M+K]+,308,,,,,,8,0,,1580,1430,1830,1540,1670,2630,2440,2670,2620,2280
3479,9.985,169.0582,[M+H]+,308,,,,,,10,10,,26400,20800,21500,21700,24300,22800,20900,21200,21300,25100
3480,10.0068,273.09669,,,,,,,,1,0,,1530,1590,1270,1510,1280,1230,1350,964,1330,1100
3481,10.0008,181.07046,,,,,,,,10,0,,2690,2710,2590,2570,2850,2720,2220,2430,2250,2490
3482,10.0062,675.23167,,,,,,,,9,0,,2200,2010,1930,1790,1820,1790,1600,1730,1660,1740
3484,10.0124,349.11035,[M+Na]+,309,,,,,,10,51,,56200,48600,48900,43900,47300,50200,44500,43000,42500,45700
3485,10.0153,365.08422,[M+K]+,309,,,,,,10,32,,21500,24400,24000,23300,22900,26900,28000,28500,27000,25800
3487,10.0342,160.13304,,,,,,,,10,22,,5040,5040,4840,4940,5280,3840,3970,3620,3670,4260
3489,10.0664,314.08429,,,,,,,,10,2,,3300,2890,2350,2530,2410,1790,2250,2100,2120,2240
3490,10.0749,381.079,,,,,,,,4,6,,8180,7080,6950,7070,7150,5850,7240,7290,7210,6670
3491,10.0809,552.18942,,,,,,,,9,16,,3250,2950,2090,2500,2790,1460,1820,2220,1580,1630
3492,10.109,264.11881,,,,,,,,2,0,,2210,1580,1540,1330,1620,1220,1210,995,1920,1060
3494,10.1354,333.0861,[M+H]+,310,,,,,,10,46,,4480,4180,4300,4180,4070,2530,2830,3120,2930,3150
3495,10.138,355.06788,[M+Na]+,310,,,,,,10,4,,3290,2690,2520,2600,2950,1510,2200,2390,2100,1960
3496,10.1584,171.01648,[M+H]+,311,,,,,,10,1,,3900,5730,4770,4340,4770,2200,2860,2280,2500,2310
3497,10.1618,192.99836,[M+Na]+,311,,,,,,10,5,,2150,2100,2410,2120,2710,2850,2700,2240,2420,2350
3498,10.1678,155.04254,,,,,,,,9,0,,3360,3590,2520,2690,2990,1830,1580,1710,1820,1720
3499,10.1729,177.02445,,,,,,,,10,0,,3220,2430,2810,2410,2330,2230,2300,2450,2780,2670
3500,10.1913,383.09439,[M+K]+,312,,,,,,10,0,,2560,2360,2470,2380,2280,2510,3090,2790,2560,2810
3502,10.1998,367.12024,[M+Na]+,312,,,,,,10,0,,3900,3390,3280,3020,3190,3120,2950,3290,2710,3380
3503,10.2009,87.04404,,,,,,,,4,0,,1700,1780,1590,1420,1790,1720,1450,1530,1310,1170
3504,10.2,434.12705,,,,,,,,4,0,,1890,1310,1250,1370,1430,1180,1400,1600,1890,1600
3505,10.209,310.17584,,,,,,,,2,3,,3640,4380,3030,3040,3340,1840,2440,2370,2400,2530
3506,10.2187,258.11002,,,,,,,,10,100,,31800,32100,28300,26500,27200,16800,18800,22300,19200,19500
3507,10.22,296.06584,,,,,,,,10,39,,21300,25000,25300,25300,23900,27000,23800,27600,27500,25800
3508,10.222,104.10694,,,,,,,,10,1,,15500,14100,13400,12600,13100,11000,11600,12400,11500,10300
3509,10.2222,508.07982,,,,,,,,10,0,,2130,1600,1880,1670,1640,1650,1740,1620,1720,1740
3510,10.2209,407.2286,,,,,,,,3,0,,2390,2650,2160,2510,3050,1450,1690,1560,1610,1560
3511,10.2255,302.0633,,,,,,,,10,35,,4420,4590,4460,4320,4730,3860,3620,3800,3760,3970
3512,10.2232,486.09787,,,,,,,,7,0,,1880,1710,1640,1720,1560,1560,1430,1780,1550,1510
3513,10.2204,286.15066,,,,,,,,1,0,,1750,1700,1440,1290,1030,747,642,743,886,743
3514,10.2249,324.04529,,,,,,,,3,0,,1610,1600,1410,1510,1680,1490,1410,1460,1490,1500
3515,10.2282,221.01835,,,,,,,,10,0,,4140,3990,3890,3390,2870,2650,2710,3530,2830,3040
3516,10.2268,236.99234,,,,,,,,7,0,,1620,1680,1880,1750,1740,1580,1540,1600,1600,1590
3517,10.2331,280.09194,,,,,,,,10,56,,34700,34300,31200,29900,29900,23800,23800,25900,24100,24800
3518,10.2338,407.11615,,,,,,,,10,0,,2190,2020,1570,1800,1620,1690,1910,1950,1950,2440
3520,10.2463,165.98746,,,,,,,,5,0,,1480,1280,1330,1640,1260,1720,1630,1590,1560,1470
3521,10.2411,464.25003,,,,,,,,4,0,,1630,1770,1590,1680,1550,1190,1460,1260,1220,1360
3522,10.261,150.01356,,,,,,,,10,0,,2320,2280,2600,2360,2030,2200,2230,2080,2060,2190
3523,10.2717,106.04975,,,,,,,,5,0,,2610,3040,2210,2400,2440,1440,1260,1590,1650,1610
3524,10.2769,492.12947,,,,,,,,7,0,,2140,1890,2210,1910,2010,1490,1500,1430,1700,1560
2296,4.6713,197.10174,[M+H]+,208,ALIGN_NIST23_3-Amino-N-(4-fluoro-2-methylphenyl)propanamide,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST23_3-Amino-N-(4-fluoro-2-methylphenyl)propanamide,ALIGN_NIST23_3-Amino-N-(4-fluoro-2-methylphenyl)propanamide,5,4,0.797,606,,,540,,2860,3390,3270,3010,3020
2340,5.1747,269.08773,,,ALIGN_GNPS_Spectral Match to Inosine from NIST14,C(C1C(C(C(N2C=NC3=C2N=CNC3=O)O1)O)O)O,UGQMRVRMYYASKQ-UHFFFAOYSA-N,ALIGN_GNPS_Spectral Match to Inosine from NIST14,ALIGN_GNPS_Spectral Match to Inosine from NIST14,7,12,0.995,1830,1010,1760,1730,1110,2210,2820,2690,2900,2710
3528,10.3151,145.04937,[M-H2O+H]+,313,,,,,,10,1,,4030,5030,5050,4930,4640,3330,2930,3050,3670,3130
3529,10.3186,707.2217,,,,,,,,7,0,,2640,3070,2680,3010,2490,1260,1690,1660,1580,1610
3530,10.3173,163.05994,[M+H]+,313,,,,,,10,0,,11700,12900,12400,12300,13500,7250,8180,8130,9130,8570
3531,10.3348,382.08246,,,,,,,,2,0,,1530,2000,2160,2240,1930,1600,1710,2040,1920,2140
3532,10.3218,365.10528,,,,,,,,10,80,,36400,35800,33900,36300,36000,26000,26300,27000,26700,27700
3533,10.3347,381.07916,,,,,,,,10,21,,9360,10500,11400,13300,11600,9450,10600,10500,12400,11700
3534,10.3373,310.17589,,,,,,,,6,35,,3550,3960,3110,3150,3710,2040,2230,2610,2290,2670
3535,10.3456,504.16605,,,,,,,,10,2,,4470,4100,4390,4450,4690,3120,3810,3920,3230,3900
3536,10.3554,427.0272,,,,,,,,10,0,,1660,1880,2290,2490,1800,2460,2820,3300,2960,3040
3537,10.3561,203.0525,,,,,,,,10,7,,12600,9120,8210,8320,9060,7010,7680,7180,7240,6740
3288,8.9519,146.08106,,,"ALIGN_NIST23_(2R,4R)-4-Hydroxypiperidine-2-carboxylic acid",CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,"ALIGN_NIST23_(2R,4R)-4-Hydroxypiperidine-2-carboxylic acid","ALIGN_NIST23_(2R,4R)-4-Hydroxypiperidine-2-carboxylic acid",5,6,0.801,2580,2700,2250,2260,2380,1100,972,954,1290,1110
3539,10.3265,464.25002,,,,,,,,1,0,,1640,1830,1630,1580,1770,947,1050,1220,1380,1360
3540,10.3607,140.06796,[M+H]+,315,,,,,,10,0,,5030,4760,3330,3930,3830,3770,3680,3390,2690,3650
3541,10.3592,320.1314,,,,,,,,1,0,,2110,1990,1100,1110,1250,1660,1130,1390,888,955
3542,10.3538,383.11572,,,,,,,,1,0,,2090,1470,1310,1460,1150,963,1150,1320,844,1540
3543,10.3466,407.22864,,,,,,,,2,0,,2520,2490,2320,2020,2360,1530,1590,1680,1510,1430
3544,10.3699,301.11076,[2M+Na]+,315,,,,,,8,0,,3170,2540,2570,2620,2920,3260,2750,2370,2490,2720
3545,10.3727,264.97455,,,,,,,,3,0,,2050,1260,1350,1200,1700,2260,1800,2180,2080,2000
3546,10.375,100.07567,[M+NH4]+,316,,,,,,10,0,,22100,20600,17500,16700,15400,12400,13200,16000,12400,13300
3547,10.3753,162.04999,[M+Na]+,315,,,,,,10,0,,5810,4470,4490,4470,4090,5390,4890,4480,4180,5210
3548,10.3757,101.05971,[M-e]+,317,,,,,,10,6,,47600,45400,42000,40900,42500,29100,28300,28900,28000,28200
3549,10.3774,83.04921,[M-H2O-e]+,317,,,,,,10,1,,6480,5600,5800,5320,6010,4420,4420,4580,3720,3840
3550,10.3851,225.1266,[2M+Na]+,317,,,,,,10,21,,9890,9590,8000,8280,8850,7580,8470,8380,7650,7490
3551,10.3805,219.02643,[M+NH4]+,318,,,,,,10,0,,5040,4660,4850,5120,4950,3780,3570,3940,4260,4410
3552,10.3876,440.17178,,,,,,,,4,0,,4050,3420,3390,3980,3640,2710,4170,3650,4520,3350
3554,10.3864,201.99013,[M+H]+,318,,,,,,5,0,,1920,1850,1580,1160,1670,2300,2690,2120,2000,2280
3555,10.3881,156.04197,,,,,,,,10,1,,9410,7370,6540,7360,7550,6680,6840,5650,5750,6520
3556,10.3932,317.08471,,,,,,,,10,0,,3070,3120,3160,3290,3390,2800,2670,3000,2570,2160
3557,10.3948,84.91125,,,,,,,,10,60,,11200,10300,10400,12300,10600,15900,16700,16200,16800,16300
3558,10.3949,456.14564,,,,,,,,9,3,,5990,5840,6250,7290,8360,6620,5960,5730,6880,5140
3559,10.3949,86.90861,,,,,,,,10,0,,4590,4360,4960,4820,3910,6090,6710,6580,6680,7260
3560,10.3966,178.02395,,,,,,,,10,0,,6690,6140,7160,7460,6870,5020,6080,5900,6180,5500
3561,10.4,472.11965,,,,,,,,8,8,,10100,9610,8960,10400,9250,7360,6750,8310,7360,6590
3562,10.4009,266.98899,,,,,,,,9,0,,3940,2560,1890,1730,2220,2600,2280,2520,2050,2250
3563,10.4024,333.05862,,,,,,,,10,0,,4370,5560,6450,6400,7370,4060,3990,4580,4400,4030
3564,10.404,296.06576,,,,,,,,10,0,,2330,2660,2570,2560,2330,2070,2260,2030,2300,2260
3565,10.4039,488.09352,,,,,,,,8,8,,7560,9060,10300,11600,10000,6000,5450,8290,7500,6770
3566,10.4084,351.0307,,,,,,,,1,0,,1750,1650,2110,2510,1680,1390,940,1630,1290,1670
3567,10.4068,504.06744,,,,,,,,7,0,,5460,6760,7080,6920,6210,3160,3100,4420,4260,3750
3568,10.4096,263.08245,,,,,,,,10,10,,9450,10100,9150,8100,9850,9530,11000,10300,8600,9060
3569,10.4092,349.03255,,,,,,,,10,2,,5970,8420,8760,9150,8740,4030,4170,6370,5920,6160
3570,10.4061,571.1676,,,,,,,,2,0,,2020,2070,1570,1490,1780,871,974,1140,1160,965
3571,10.4146,432.99383,,,,,,,,1,0,,2420,3100,3800,2830,3110,1950,1800,2820,2370,2460
3572,10.416,195.99594,,,,,,,,9,0,,2490,3530,3620,3490,3620,2450,3020,2920,3280,2810
3573,10.416,193.99789,,,,,,,,10,2,,19500,23200,28100,29200,25600,16700,19200,21300,24100,20600
3574,10.4205,277.95916,,,,,,,,3,0,,1490,2500,2030,2860,2040,2000,1600,2020,1780,2260
3575,10.4252,373.97779,,,,,,,,5,0,,1340,2000,2550,2590,2090,1500,2370,2250,1910,1930
3576,10.4282,375.93605,,,,,,,,10,0,,3410,4240,4650,5190,4220,3130,3580,3830,4450,3830
3577,10.4303,291.97481,,,,,,,,10,0,,5660,7710,10100,8740,8990,4970,5190,6920,7320,6250
3578,10.4341,182.88808,,,,,,,,5,0,,1340,1280,1190,1340,1420,1840,2030,1590,1930,1940
3579,10.4333,293.97308,,,,,,,,3,0,,1290,1630,1930,2290,2130,1550,1240,1430,1660,1500
3580,10.4363,391.95,,,,,,,,4,0,,1640,2790,2900,3130,2610,1870,1550,2600,2430,2220
3581,10.4428,302.90436,,,,,,,,10,0,,3800,2850,2660,2900,2900,3570,3270,3770,3060,3290
3582,10.4364,389.95184,,,,,,,,10,0,,5160,8060,9560,9350,8010,5750,6190,8120,7620,6890
3583,10.4426,218.94246,,,,,,,,9,0,,6100,5580,6250,6490,6020,6930,6570,6170,6310,6410
3584,10.4472,304.86262,,,,,,,,10,0,,6430,5130,4540,4310,4870,4520,4710,4170,3580,4690
3585,10.4484,400.88092,,,,,,,,5,0,,1970,1240,1630,2120,1670,1490,1630,1480,1750,1510
3586,10.4426,498.85821,,,,,,,,10,0,,3000,2050,2600,2580,2370,2560,2370,2320,2160,2250
3587,10.4549,316.92005,,,,,,,,1,0,,12400,12700,12600,13600,14200,11400,13100,13500,14400,12700
3588,10.4457,306.861,,,,,,,,3,0,,1730,1610,1910,1400,1500,1500,1470,1770,1250,1500
3589,10.4481,500.81645,,,,,,,,10,0,,4900,4110,3820,3290,4070,3940,3890,3180,3050,3020
3590,10.4504,596.83537,,,,,,,,1,0,,1600,1340,1550,1230,1240,1330,1710,1190,1360,1190
3591,10.4521,502.81485,,,,,,,,9,0,,2180,1870,1790,1740,1760,1630,1540,1540,1610,1300
3594,10.4496,318.91821,,,,,,,,2,0,,2310,2150,2370,2280,2450,2470,2430,2590,2500,2860
3595,10.4472,402.83951,,,,,,,,1,0,,1770,1350,1030,1130,1420,1300,1080,1220,1110,1350
3596,10.4575,598.79342,,,,,,,,8,0,,3360,2850,2970,2530,2780,2660,2590,2190,2220,2230
3598,10.4529,600.79169,,,,,,,,2,0,,1890,1500,1510,1450,1560,1550,1530,1270,1250,1250
3599,10.4867,318.87841,,,,,,,,10,131,,51600,48600,42500,44600,45700,39200,38800,37500,36700,36800
3601,10.5082,220.9014,,,,,,,,4,11,,19500,16800,17700,14800,17500,15900,14800,14300,14600,14100
3602,10.5156,222.89941,,,,,,,,5,0,,4370,3760,3620,3510,3570,3660,3210,3390,3390,3380
3603,10.5081,320.87647,,,,,,,,6,0,,13300,12600,12000,12200,12400,11100,11400,10100,10900,10400
3604,10.5296,533.84792,[M+H]+,319,,,,,,2,2,,2510,3030,2400,2540,2660,2570,2690,2610,2260,2680
3605,10.5174,416.85524,,,,,,,,10,94,,13700,12100,12300,10900,11700,10900,10600,10100,10100,9940
3606,10.5187,518.82887,,,,,,,,9,0,,3440,3180,3410,2650,2800,2920,2980,2580,2360,2590
3607,10.5189,514.83234,[M-H2O-e]+,319,,,,,,10,154,,41600,37100,35100,35100,34900,31800,32900,31600,28300,31400
3608,10.5195,434.86759,,,,,,,,10,0,,7460,7190,6910,7050,7330,7180,7090,7090,6900,7160
3609,10.5213,238.91337,,,,,,,,10,0,,8960,9220,9880,8750,9390,8700,8340,8250,8690,8490
3610,10.5217,418.8535,,,,,,,,10,0,,5430,4630,4790,4040,4430,4150,4370,3970,4160,3920
3611,10.5258,466.83744,,,,,,,,8,0,,1950,2090,1870,1810,2260,1810,1650,1610,1920,1670
3612,10.5223,332.91471,,,,,,,,10,0,,2280,1900,2130,1830,1990,1970,2110,1650,2290,1860
3613,10.5224,612.80934,,,,,,,,10,92,,19900,19000,17700,17600,19000,16700,15900,16700,15800,15800
3615,10.523,626.82527,,,,,,,,10,124,,117000,108000,130000,125000,114000,122000,118000,119000,125000,120000
3616,10.5262,332.89422,[M-H2O-e]+,322,,,,,,10,311,,1070000,1080000,1000000,898000,993000,982000,1040000,1050000,1090000,1070000
3617,10.522,516.83062,,,,,,,,1,0,,16800,15800,15400,14800,16300,14000,15300,12900,13200,13700
3618,10.5251,528.84821,[2M+Na]+,320,,,,,,10,208,,408000,409000,398000,381000,378000,413000,416000,419000,437000,423000
3619,10.5253,136.94008,[M-H2O-e]+,321,,,,,,11,2,,997000,1060000,966000,988000,1030000,915000,868000,929000,928000,889000
3620,10.5253,532.84481,[M-e]+,319,,,,,,10,0,,21300,21300,20100,21300,22400,21500,21000,22000,20600,20500
3621,10.5257,616.80604,,,,,,,,10,0,,2910,2550,2240,2260,2210,2270,2160,1990,1870,1910
3622,10.526,430.87114,,,,,,,,10,184,,170000,174000,185000,186000,187000,179000,179000,169000,166000,175000
3623,10.5261,724.80197,[2M+Na]+,322,,,,,,10,32,,3360,3530,3670,4190,3280,3680,3630,4090,3690,3500
3624,10.5263,234.91719,[M-H2O-e]+,320,,,,,,11,189,,904000,848000,908000,865000,778000,927000,936000,920000,919000,941000
3625,10.5128,319.88161,,,,,,,,6,0,,2790,2700,2560,2960,2500,2360,2210,2150,2350,2260
3626,10.5268,630.82191,,,,,,,,10,0,,9890,10300,10700,11100,10500,10700,11300,10700,11200,10700
3627,10.5275,726.80062,,,,,,,,10,0,,1970,2290,2070,2080,2230,2240,2290,2330,2330,2190
